ymin,lower,middle,upper,ymax,location,model_name
0.9488520371732668,0.95343196498639,0.9558027997732342,0.9574786178701065,0.9604500655313585,NJ,Baseline
0.9023512695222364,0.9243643313406809,0.9319818283527006,0.9399376012754314,0.954397618756562,NJ,Behavioral (Mixed)
0.9132366473224424,0.9284337658493793,0.9339195605758155,0.9410390050143402,0.9530303213789381,NJ,Behavioral (Exponential)
0.9156993771410435,0.9252070743927413,0.9300280457094248,0.9353417131680515,0.9458981953002961,NJ,Behavioral (Rational)
0.8598277875239159,0.8720100207548013,0.8766752024526547,0.8812098508816344,0.8879622287720164,NM,Baseline
0.7897858423464961,0.8067240136161944,0.8171833174380554,0.8248769429025447,0.84394917334059,NM,Behavioral (Mixed)
0.772717031408601,0.7946344625508661,0.8044299434664786,0.8131765814754417,0.8333169908214276,NM,Behavioral (Exponential)
0.7796983132393924,0.8046972987699038,0.8139991816916746,0.8223945906535193,0.8391899686599842,NM,Behavioral (Rational)
0.9820958319869092,0.9856230667404686,0.9871945060020952,0.9887100953095285,0.9908325620097794,NY,Baseline
0.9485557961545437,0.9666775696996629,0.9752243061795037,0.9837239071708421,0.9964226306502711,NY,Behavioral (Mixed)
0.9549444107481974,0.9705549129482272,0.9779369713991355,0.9847248679218802,0.9947288274191679,NY,Behavioral (Exponential)
0.9556351727072236,0.9696914220295966,0.9760972528255183,0.9835181827490876,0.9930572074576243,NY,Behavioral (Rational)
0.9047054804198842,0.9145487222299074,0.9181533393628936,0.9213084294342938,0.9260864003952897,OH,Baseline
0.8115438379031648,0.839179706358413,0.8501899446868848,0.8628932552384702,0.8846060627226877,OH,Behavioral (Mixed)
0.8185883900924361,0.8385290126013101,0.849285600522738,0.858665917232449,0.8780011796980001,OH,Behavioral (Exponential)
0.8234949911486986,0.8453827830955538,0.8538597847219472,0.8621773509798125,0.8771508469602652,OH,Behavioral (Rational)
0.9080089839815778,0.9155769350140339,0.9185609036749613,0.9207291840553962,0.9253059238271161,PA,Baseline
0.8639287891364147,0.889823617866621,0.9006480122614015,0.9109859992000917,0.9272819238032305,PA,Behavioral (Mixed)
0.861781614100825,0.8889361119678237,0.8997121329741055,0.9102356505404727,0.9263060584732311,PA,Behavioral (Exponential)
0.8766474318906106,0.8967316446241622,0.9041357519063483,0.9103788072439299,0.9211500483490258,PA,Behavioral (Rational)
0.9028859947120118,0.9113755959903859,0.9149715832256242,0.9179646322021737,0.9229826940607777,RI,Baseline
0.8560313656265098,0.8718110806418365,0.8801713247223424,0.8865816738651682,0.8975401175169044,RI,Behavioral (Mixed)
0.8553872229956505,0.8733182884887649,0.8790505871407633,0.8856136356790847,0.8973134572546545,RI,Behavioral (Exponential)
0.8616828960380457,0.8731237079778716,0.8785269688151244,0.8835978817617566,0.895213220807514,RI,Behavioral (Rational)
0.8806936422831743,0.8914384401253117,0.895471786286185,0.8986516678701486,0.9036576449138012,VA,Baseline
0.807789900225896,0.8346324668426072,0.8481607549297452,0.8614622219482838,0.8818391889683064,VA,Behavioral (Mixed)
0.8131751810254876,0.8346876791966646,0.8467272549030553,0.8548847026587232,0.8742535289468971,VA,Behavioral (Exponential)
0.8124098502974004,0.8290242326274541,0.835234268274123,0.8435999225343697,0.861799934622766,VA,Behavioral (Rational)
0.987058324266004,0.9886833794329322,0.9894259300873369,0.9900627127413124,0.990751216746037,WA,Baseline
0.9019049755504328,0.9114001992904899,0.9144673221854374,0.9178788127504813,0.9253919928990283,WA,Behavioral (Mixed)
0.9039062879891981,0.9150320075321025,0.9190385430576601,0.9228718511705563,0.9332285509216972,WA,Behavioral (Exponential)
0.9190017200299923,0.9319302287719596,0.9363905295065629,0.9405659735582212,0.9467226981698419,WA,Behavioral (Rational)
